t,yaw,pitch,roll,g_horizontal,is_blinking,left_px,left_py,right_px,right_py,trial_index,stimulus_state,stimulus_angle_deg,stimulus_x,stimulus_y,fixation_x,fixation_y
1765400626.810921,12.719678526048716,177.57909232483613,0.5558871108212822,nan,0,nan,nan,nan,nan,5,target,353.75498106497207,586,399,587,422
1765400626.9423418,8.936796987812377,177.24145899746807,0.9483185383060325,0.5653679653679653,1,975,512,1163,516,5,target,353.75498106497207,586,399,587,422
1765400627.07669,7.241452366541324,177.42458279133848,1.346642287089655,0.5815105946684894,1,976,510,1164,514,5,target,353.75498106497207,586,399,587,422
1765400627.2073011,4.020315175256085,177.6033110435332,1.58091144321343,0.5619446343130554,1,976,510,1162,514,5,target,353.75498106497207,586,399,587,422
1765400627.340448,7.573470801988392,178.0204374298139,1.0674524768905358,0.5619446343130554,1,976,510,1163,514,5,target,353.75498106497207,586,399,587,422
1765400627.4781241,8.304282931520305,177.61455578009583,1.2603520083325945,0.5460526315789473,1,976,508,1163,512,5,target,353.75498106497207,586,399,587,422
1765400627.6073458,5.610417541967561,177.26943457990464,1.3442929206415801,0.5362280701754386,1,975,508,1162,512,5,target,353.75498106497207,586,399,587,422
1765400627.7438312,3.4130033640004678,177.36816337505456,1.5434967300931581,0.5295614035087719,1,974,508,1162,511,5,target,353.75498106497207,586,399,587,422
1765400627.876728,2.8229204286775973,177.80464881303718,1.3358127316038753,0.536140350877193,0,973,507,1161,511,5,target,353.75498106497207,586,399,587,422
1765400628.0113778,7.329058938008317,177.13054800402753,1.0774998580109825,0.5228947368421053,0,972,508,1160,511,6,center,,,,152,13
1765400628.138595,6.182446342185463,177.83382171917972,0.9871884747757003,0.5294736842105263,0,971,508,1160,511,6,center,,,,152,13
1765400628.273206,7.016904341710285,177.45653843879825,0.8727087338474795,0.5266666666666667,1,972,508,1159,511,6,center,,,,152,13
1765400628.411957,3.1792662687456548,177.37569059042258,1.437104435162143,0.5632456140350877,0,974,505,1163,509,6,center,,,,152,13
1765400628.537604,5.3560705692203845,177.54677458477923,1.169425741889051,0.5757894736842105,0,974,502,1165,507,6,center,,,,152,13
1765400628.666704,7.539316231411706,177.84894792686876,0.9341692485904733,0.5921052631578947,0,977,503,1166,507,6,center,,,,152,13
1765400628.8136268,6.988128715770281,177.33942748530552,0.7516064490080038,0.5095693779904306,0,971,505,1160,507,6,center,,,,152,13
1765400628.9386759,4.654392248034698,177.69057186734474,1.0166502155400665,0.5131578947368421,0,971,506,1159,508,6,center,,,,152,13
1765400629.0763478,2.655067094710661,177.43813539993715,0.8085389179965207,0.5095693779904306,0,971,506,1159,509,6,gap,,,,152,13
1765400629.2115479,-1.232438631270484,177.47806860489817,1.369044269572793,0.5223942723942724,0,972,506,1159,508,6,gap,,,,152,13
1765400629.377486,3.956591072990327,177.1674501768625,1.0123250261149639,0.5031531531531531,0,971,507,1158,510,6,target,161.79856589292544,14,78,152,13
1765400629.5052722,-2.626830790242506,178.30789476900077,1.5034109429979976,0.5101754385964912,0,971,506,1159,510,6,target,161.79856589292544,14,78,152,13
1765400629.645243,5.221799426803415,177.41945661575076,1.1657437200014469,0.4866666666666667,1,971,507,1158,510,6,target,161.79856589292544,14,78,152,13
1765400629.775799,3.321342966652883,177.1827232559583,0.9309909956734936,0.5,1,971,509,1158,511,6,target,161.79856589292544,14,78,152,13
1765400629.9108632,1.8448578052732292,177.73024828593512,1.1596550119272142,0.47955192034139404,1,970,509,1157,512,6,target,161.79856589292544,14,78,152,13
1765400630.036654,3.4820121173462084,178.00117379337883,0.9074474692542004,0.49658236500341757,1,971,510,1158,512,6,target,161.79856589292544,14,78,152,13
1765400630.175628,-2.1285981840601544,177.21927619247725,1.8650950441479357,0.5133333333333334,1,972,507,1164,511,6,target,161.79856589292544,14,78,152,13
1765400630.3102589,2.711701041886699,178.63366704913904,1.080659331595663,0.5162337662337662,1,974,511,1163,514,6,target,161.79856589292544,14,78,152,13
1765400630.442946,7.0273440948411645,177.83593055178113,1.4589327983460845,0.6338004101161996,1,986,508,1176,514,6,target,161.79856589292544,14,78,152,13
1765400630.577528,5.964743595991162,177.95271850653418,2.005815692846184,0.5909090909090908,1,987,504,1176,510,6,target,161.79856589292544,14,78,152,13
1765400630.709933,7.284809812167736,177.80925663495444,1.8263247665054168,0.5986842105263157,0,989,504,1178,510,6,target,161.79856589292544,14,78,152,13
1765400630.837462,9.044443090817454,177.97729160925823,1.6033080706697531,0.5095693779904306,0,979,503,1169,509,6,target,161.79856589292544,14,78,152,13
1765400630.9828851,9.917401249122339,177.49030027058492,1.8857364833517205,0.5092307692307692,0,979,501,1168,508,7,center,,,,348,332
1765400631.103004,9.016269883425002,178.25655822213272,2.147748773869502,0.5099111414900889,1,981,505,1165,511,7,center,,,,348,332
1765400631.238071,7.951435113944505,178.03299116506986,1.9355063512524637,0.5094871794871795,1,977,507,1165,512,7,center,,,,348,332
1765400631.37572,11.189129927176792,178.78593682690627,1.702579828836122,0.48684210526315785,1,974,506,1161,512,7,center,,,,348,332
1765400631.5094771,21.853097089661436,179.8790748101168,1.6027626347004456,nan,0,nan,nan,nan,nan,7,center,,,,348,332
1765400631.645303,35.394494386840336,178.648010133337,3.0823688580676576,nan,0,nan,nan,nan,nan,7,center,,,,348,332
1765400631.775978,35.044980353186006,177.71186111410876,2.5087032207211135,nan,0,nan,nan,nan,nan,7,center,,,,348,332
1765400631.9141219,36.47167214690168,177.768299245252,2.9307825340878946,nan,0,nan,nan,nan,nan,7,center,,,,348,332
1765400632.042891,31.55799049385083,178.4592765692342,2.2931625911417237,nan,0,nan,nan,nan,nan,7,gap,,,,348,332
1765400632.1768682,31.38491739012833,179.1840496099149,1.9623021556998599,0.6190283400809717,1,939,483,1119,494,7,gap,,,,348,332
1765400632.310435,29.790680611035235,179.604648205442,1.9315076153511923,0.6168831168831168,0,942,485,1123,495,7,target,47.593107068434236,489,487,348,332
1765400632.442392,28.779117147043785,-179.98591518580514,1.8803176911422506,0.6363636363636364,0,944,485,1130,497,7,target,47.593107068434236,489,487,348,332
1765400632.570177,28.105276001982276,-179.64741188509268,1.6852207613122492,0.6151059085841695,0,946,485,1130,498,7,target,47.593107068434236,489,487,348,332
1765400632.71282,26.908566510064006,179.68314369118121,1.857817219438038,0.5919642857142857,0,947,490,1129,499,7,target,47.593107068434236,489,487,348,332
1765400632.842753,25.31007590954354,178.81890974134254,1.2595634872544765,0.5410211267605634,1,946,494,1129,501,7,target,47.593107068434236,489,487,348,332
1765400632.97646,24.779027861696466,179.02286287579582,1.2006530340433423,0.5251260650321683,1,946,497,1128,503,7,target,47.593107068434236,489,487,348,332
1765400633.112639,24.4677760906029,179.1259391770241,0.680068309101207,0.51875,1,944,498,1127,504,7,target,47.593107068434236,489,487,348,332
1765400633.242393,24.96108475717943,179.7794561530833,0.8531210238293297,0.5214788732394366,0,943,499,1127,505,7,target,47.593107068434236,489,487,348,332
1765400633.3740559,25.296949306149674,-179.82856746995105,0.8038626170507491,0.5150776453593355,0,943,500,1127,506,7,target,47.593107068434236,489,487,348,332
1765400633.5124211,23.683140096641342,179.02458420422408,0.3362851927898562,0.5152288732394366,1,945,501,1128,506,7,target,47.593107068434236,489,487,348,332
1765400633.6428921,22.914298930270647,179.40652621197842,0.12981621345371142,0.5383312533428419,0,945,502,1130,506,7,target,47.593107068434236,489,487,348,332
1765400633.778003,24.389268476449278,179.33662662072177,0.09044379679247654,0.5256410256410257,0,945,503,1128,507,7,target,47.593107068434236,489,487,348,332
1765400633.914114,24.57956676083249,179.9765576496641,0.05137408362794696,0.5227518959913326,1,945,504,1127,508,8,center,,,,543,354
1765400634.0410602,24.329831533726473,-179.6564789641619,-0.06555061447600756,0.5256410256410257,1,942,505,1126,509,8,center,,,,543,354
