t,yaw,pitch,roll,g_horizontal,is_blinking,left_px,left_py,right_px,right_py
1763406881.0058932,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406881.189197,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406881.322337,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406881.455809,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406881.589458,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406881.7229939,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406881.856137,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406881.990438,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406882.123135,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406882.257382,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406882.3912692,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406882.524066,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406882.65829,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406882.7910888,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406882.9242082,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406883.057857,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406883.191692,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406883.323745,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406883.457978,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406883.5906692,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406883.725281,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406883.858536,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406883.991699,1.6758808656130009,170.36289360275907,1.9561385907138822,0.601797990481227,0,971,405,1129,423
1763406884.158112,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406884.291352,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406884.4270642,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406884.558719,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406884.692116,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406884.827001,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406884.958775,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406885.0916438,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406885.227005,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406885.3585122,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406885.4927979,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406885.6275961,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406885.758813,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406885.891964,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406886.026446,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406886.1584141,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406886.2922938,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406886.427841,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406886.55909,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406886.6927779,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406886.827404,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406886.959311,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406887.092986,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406887.2301178,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406887.359725,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406887.493025,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406887.6285398,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406887.760103,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406887.893466,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406888.0285308,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406888.160831,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406888.2936032,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406888.4284039,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406888.5601962,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406888.6941319,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406888.82851,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406888.960253,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406889.094253,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406889.228697,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406889.360259,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406889.493849,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406889.629044,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406889.760938,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406889.89428,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406890.0297012,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406890.162418,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406890.295649,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406890.430379,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406890.56209,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406890.695482,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406890.830635,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406890.962065,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406891.096255,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406891.2314692,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406891.3629382,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406891.496347,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406891.6304,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406891.7633421,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406891.896578,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406892.031588,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406892.163018,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406892.296353,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406892.431713,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406892.5637891,nan,nan,nan,nan,0,nan,nan,nan,nan
1763406892.696393,nan,nan,nan,nan,0,nan,nan,nan,nan
