t,yaw,pitch,roll,g_horizontal,is_blinking,left_px,left_py,right_px,right_py
1763407261.077648,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407261.210942,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407261.342626,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407261.477748,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407261.610688,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407261.742975,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407261.878002,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407262.0111191,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407262.144924,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407262.279001,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407262.4117389,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407262.545722,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407262.6804,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407262.813774,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407262.946017,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407263.080683,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407263.214313,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407263.34498,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407263.481627,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407263.6132202,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407263.746175,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407263.880037,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407264.014997,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407264.146871,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407264.280428,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407264.414857,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407264.5468779,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407264.679657,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407264.8145869,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407264.946167,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407265.079707,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407265.214029,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407265.345245,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407265.480159,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407265.613791,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407265.7477162,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407265.881964,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407266.015467,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407266.14734,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407266.28191,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407266.415383,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407266.548157,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407266.6824992,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407266.816088,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407266.948102,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407267.081865,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407267.2162292,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407267.346594,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407267.482202,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407267.616378,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407267.749677,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407267.883369,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407268.01788,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407268.150048,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407268.2843451,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407268.417438,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407268.550069,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407268.6846569,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407268.8176682,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407268.950194,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407269.08339,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407269.217515,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407269.347413,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407269.483577,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407269.617352,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407269.749673,nan,nan,nan,nan,0,nan,nan,nan,nan
1763407269.884522,nan,nan,nan,nan,0,nan,nan,nan,nan
