t,yaw,pitch,roll,g_horizontal,is_blinking,left_px,left_py,right_px,right_py,trial_index,stimulus_state,stimulus_angle_deg,stimulus_x,stimulus_y,fixation_x,fixation_y
1763482635.102079,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.2415109,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.37588,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.507514,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.639632,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.773073,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.906089,nan,nan,nan,nan,0,nan,nan,nan,nan,7,gap,,,,337,431
1763482636.0401878,nan,nan,nan,nan,0,nan,nan,nan,nan,7,gap,,,,337,431
1763482636.171013,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.308875,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.4416409,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.5714738,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.709288,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.841799,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.9733481,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.104085,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.233372,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.378228,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.5066612,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.641641,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.773238,nan,nan,nan,nan,0,nan,nan,nan,nan,8,center,,,,452,261
