t,yaw,pitch,roll,g_horizontal,is_blinking,left_px,left_py,right_px,right_py,trial_index,stimulus_state,stimulus_direction
1763480504.5958679,-22.95144858290022,178.51081498825056,17.58933754190638,0.6122448979591837,0,774,474,900,509,4,target,left
1763480504.728587,-22.72449139299487,178.14786840379273,17.427818505499523,0.6290391156462585,0,774,474,900,510,4,target,left
1763480504.8626518,-22.363291151099787,177.85300814334917,17.179858797275383,0.626326530612245,0,774,474,900,510,4,target,left
1763480504.9972842,-23.548474012509562,177.9174018615424,17.455233778876266,0.6224489795918368,0,774,474,900,510,4,target,left
1763480505.1296482,-23.290607787741255,178.48662090061183,17.374722551344565,0.6224489795918368,0,774,474,900,509,5,center,left
1763480505.263484,-23.333353341875505,177.75427202493583,17.36926176550823,0.6329166666666667,0,774,474,900,509,5,center,left
1763480505.396435,-22.79488755584133,178.05512866764388,17.36568538520247,0.6224489795918368,0,774,474,900,510,5,center,left
1763480505.528337,-23.664694298537462,178.25309614137478,17.23882852806872,0.6290391156462585,0,774,474,900,509,5,center,left
1763480505.66176,-22.95313674267337,177.40854403659122,17.601346865694087,0.606326530612245,0,773,474,900,510,5,center,left
1763480505.799444,-22.528708315834844,178.1236555140511,17.27158415442728,0.6122448979591837,0,773,475,899,509,5,center,left
1763480505.927938,-22.877481265206626,177.627151494473,17.247938581477076,0.6084183673469388,0,773,475,899,510,5,center,left
1763480506.0648918,-23.034239272705708,178.21727194549953,17.354860050385287,0.6079931972789117,0,773,475,899,510,5,center,left
1763480506.18864,-24.336570518826246,178.3727935542089,17.168029979507438,0.6084183673469388,0,773,475,899,510,5,gap,left
1763480506.319284,-25.529306581499295,178.71755442145533,17.271112444577945,0.6084183673469388,0,773,474,899,510,5,gap,left
1763480506.452914,-23.065904975834258,177.76476422493525,17.18409299725937,0.6161224489795918,0,774,474,899,509,5,target,right
1763480506.593499,-23.422971254012662,177.02809510002726,16.842861595414604,0.6530612244897959,0,775,470,901,506,5,target,right
1763480506.725408,-22.95843688654463,177.28300521134287,16.985439071678506,0.6225,0,775,470,901,506,5,target,right
1763480506.86153,-22.096210835166847,177.36644985928308,17.03382893510838,0.63,0,775,469,903,506,5,target,right
1763480506.999989,-22.099457224457517,177.04437575086348,16.971643269004822,0.6261224489795918,0,776,470,902,506,5,target,right
1763480507.1317592,-22.74791219479971,176.9294470237319,17.34955904759084,0.626326530612245,0,776,471,903,508,5,target,right
1763480507.263959,-22.762544575314564,177.41682892363195,17.322146015754456,0.613921568627451,0,776,471,903,508,5,target,right
1763480507.3918421,-22.55486596056611,177.72478305417016,17.036000701535514,0.6137254901960785,0,776,471,902,508,5,target,right
1763480507.52146,-22.649276724933287,177.47413373764655,17.480037556744584,0.5920833333333333,0,776,472,903,508,5,target,right
